City,Date,Shape,State,Summary
West Palm Beach,11/11/16 18:15,Light,FL,"Long White light hanging in E. Fl. Sky. Burst into 4 fire balls, and was gone."
Nashua,11/11/16 18:00,Circle,NH,"Low flying round disk with 4 lights gliding through quiet neighborhood, with searchlights out since the night before."
Moss Point,11/11/16 17:30,Light,MS,Floating lights in the early night sky. 12 lights approx. 200 feet from the ground.
Greeley,11/11/16 11:46,Sphere,CO,"Large spherical object descending towards the Rockies, chased by jets."
Keizer,11/11/16 11:00,Unknown,OR,Extremely loud and long sonic boom.
West Salem,11/11/16 11:00,,OR,Earthshaking noise from the air in Salem OR
Herod,11/11/16 08:30,Other,IL,Strange smoke/vapor trail over the Ohio River. Color white. ((NUFORC Note: Contrails. PD))
Leominster,11/11/16 07:20,Cigar,MA,Very large metallic craft hovered then darted away at very high speed towards the sun. ((anonymous report))
Pompano beach,11/11/16 06:11,Triangle,FL,I was outside in my backyard when I saw a orange light falling down at first I thought it was a shooting star until I was there were ot
Gilcrest,11/11/16 05:30,Teardrop,CO,Heading SB on Hwy 85 going through Gilcrest. Single bright solid dot flies northeast to southeast. No trail but was really quick.
Lamont,11/11/16 00:23,Oval,CA,Orb of light refueling power lines on leads to power failure.
Keizer,11/11/16,Unknown,OR,Incredibly loud and deep sound that felt like is was directly overhead. ((anonymous report))
Watervliet,11/10/16 23:30,Light,NY,There was four ufos in the sky.
Oceanside,11/10/16 23:00,Light,CA,Light in sky changing color and moving sporadically in relative spot in sky.((NUFORC Note: We suspect a star. Anonymous report. PD))
Eldora,11/10/16 21:53,Light,IA,"Three friends and I were walking at about 9:50. Not long after that, the area around us was lit up by a green ring. This green ring/lig"
Eldora,11/10/16 21:53,Light,IA,Green light and green ring.
Colby (south of),11/10/16 21:43,Teardrop,WI,Emerald teardrop light with golden sparking trail with no emenating light.
Lake Tanis,11/10/16 21:00,Light,TN,"Two blinking red lights stayed equal distance apart, one followed the other directly in line."
Virginia Beach,11/10/16 20:40,Disk,VA,Long UFO over school. ((anonymous report))
La Ronge (Canada),11/10/16 20:40,Unknown,SK,We seen 7 lights moving across the northern sky.
Lemon Grove,11/10/16 20:15,Light,CA,"Yellowish orange lights, maybe spheres released red circles then disappeared in San Diego. ((anonymous report))"
Indianapolis,11/10/16 19:45,Sphere,IN,Glowing Orange orbs float across sky.
Colorado Springs,11/10/16 19:35,Light,CO,Fast-moving light being chased by a helicopter.
Indianapolis,11/10/16 19:30,Light,IN,23 amber lights travelling northwest to southeast making no sound.
Glendale,11/10/16 19:17,Light,AZ,3 lights.
Glendale,11/10/16 19:15,Light,AZ,"3 lights over Phoenix, AZ."
Phoenix,11/10/16 19:15,Formation,AZ,"White/orange circular lights in rectangle formation Phoenix, Arizona."
Glendale,11/10/16 19:00,Formation,AZ,3 lights spotted in line over Phoenix.
Phoenix,11/10/16 19:00,Circle,AZ,3 lights in formation turning off and on in sequence.
Euless,11/10/16 18:40,Circle,TX,Bright red object in early night sky. Turned to purple moved horizontally and quickly vanished.
San Jose,11/10/16 18:00,Formation,CA,"3 objects moving across the sky, until 1 leaves the group."
Washington,11/10/16 18:00,Light,PA,Bright unknown object hovered for 60 minutes.
Arlington,11/10/16 17:45,Light,WA,Very bright light fairly low in the sky as seen SW from Arlington. Very slowly descended then faded out and just disappeared.
Vienna,11/10/16 17:30,Light,OH,"Silent bright light maneuvering east, south, north, west, and back east without banking."
Lester Prairie,11/10/16 17:20,Sphere,MN,"Spotted UFO craft near Lester Prairie, MN."
Irma,11/10/16 16:28,Cigar,WI,"300ft silver cigar shape, 900 ft up, no wings, windows, engines, sound, Lights, markings, fuselage, tail section, or exhaust!!!"
Glendale,11/10/16 15:30,Other,AZ,Three lights in a line a cross the sky. ((anonymous report))
Alexandria,11/10/16 13:38,Formation,VA,There was a group of what looked like metallic spheres appearing an vanishing over Maryland seen from across the river in Virginia.
Saskatoon (Canada),11/10/16 08:35,Cylinder,SK,Three witness ufo in Saskatoon.
Saskatoon (Canada),11/10/16 08:34,Cylinder,SK,Took a video.
La Habra,11/10/16 00:00,Light,CA,Reddish hyper-speed object.
Albemarle,11/9/16 23:58,Cylinder,NC,Seen strange light bounce in sky with different colored lights moving side to side in one spot. ((NUFORC Note: Star?? PD))
Madison,11/9/16 23:00,Light,SD,"Strange hovering light due East of Madison, SD. Sighting occurred at the dosc golf course at 7th and Blanche. Light hovered in the far"
San Rafael,11/9/16 21:30,Circle,CA,"White, circular glow of giant light above San Rafael on Wednesday night (11/09/2016)"
Spokane,11/9/16 21:30,Triangle,WA,"Brightly lit triangle craft hovered 50 feet above roadway Spokane, WA."
Kirkland,11/9/16 21:00,Light,WA,Orange in color moving fast just over tops of buildings paralell to 405
Chicago,11/9/16 21:00,Circle,IL,I saw a couple of little dots flashing red by the Chicago sky line. ((anonymous report))
Summerville,11/9/16 18:30,Triangle,SC,Saw a v-shaped object with 6 white lights and 1 red light in the center. ((anonymous report))
Saskatoon (Canada),11/9/16 18:20,,SK,"Meteor-like 2 or 3 close together light blue lights, really fast across sky at dawn"
Fort Fraiser/Vanderhoof,11/9/16 18:15,Light,BC,Traveling East on HWY 16 between communities when the event occurred. Started off as a single green/blue light when it entered my line
Helena,11/9/16 18:00,Triangle,MT,I have not seen that shape and detail before now. I saw a large triangular shaped object in the sky.
Portage,11/9/16 17:12,Other,IN,V shaped object appeared out of nowhere.
Detroit,11/9/16 17:00,,MI,A whitish orb. It had other colors coming and going out of focus but w/ a constant white glow. ((NUFORC Note: Star? PD))
Leominster,11/9/16 17:00,Disk,MA,"Saucer-shaped craft hiding in clouds, hovering over median strip on Route 2 with red and white blinking lights. ((anonymous report))"
Santa Ana,11/9/16 16:45,Unknown,CA,Orange light in Orange County.
Silverton,11/9/16 16:35,Disk,OR,I saw a emerald disk covered in a transparent teardrop shell streak across the sky.
Findlay,11/9/16 13:55,Circle,OH,"I saw 6 self illuminated objects shaped like balls, that were giving off a light orange glow."
Independence,11/9/16 12:15,Diamond,MO,To the east very high in the sky objext tofar up to be a helicopter staying in one spot not a plain. Red orange amd white light going o
Independence,11/9/16 12:15,Diamond,MO,To the east very high in the sky objext tofar up to be a helicopter staying in one spot not a plain. Red orange amd white light going o
Mountain View,11/9/16 05:15,Fireball,MO,Fireball in the sky
Wheat Ridge,11/9/16 03:40,Light,CO,gf and me saw bright flashes of light while driving in the morning 0340. ((anonymous report))
Eugene,11/9/16 01:00,Formation,OR,Multiple lights in formation moving east to west and slightly upward ~ static video 5 min.
Romulus,11/9/16 00:30,Formation,MI,I was on my porch smoking a cigarette with my mother. She told me to look up. I live by the airport so I'm used to seeing planes and li
San Antonio,11/8/16 23:11,Triangle,FL,Brilliant Blue and Red Triangular object in the sky
Wilmington,11/8/16 22:57,Fireball,NC,Objects that looked like fireballs in the sky. COMPLETELY SILENT!!!!!!!
Sera Chou (Hiroshima; Japan),11/8/16 22:08,Light,,Green flash over Hiroshima.
Hanford,11/8/16 22:00,Light,CA,"Large, 3 times larger than commercial plane, extremely bright off white light, more white than not, flashed. ((anonymous report))"
Garden City,11/8/16 21:50,Other,ID,Very bright lights that just sat there very close together not moving then changed when it went away
Rolling Prairie,11/8/16 21:00,,IN,"Several sets of red, white, blue/green lights under triangular object East Rolling Prairie left in sky West. ((anonymous report))"
Edmonton (Canada),11/8/16 20:30,Light,AB,Very High Flash of Light.
Silver Spring,11/8/16 20:00,Light,MD,Lighted circles in rotation high in the sky.
Tulsa,11/8/16 20:00,Other,OK,I have great pictures. Been going on for over a week. They are reddish some flash bright white and moves L to R.((anonymous report))
Walla Walla,11/8/16 00:05,Triangle,WA,Slow moving triangle shaped craft with three red blinking lights in center.
Redmond,11/8/16 00:00,Chevron,WA,"Large V-shaped craft seen cruising night sky in Redmond, WA."
Bethlehem,11/7/16 22:00,Unknown,GA,Odd light made quick u-turn and hovered. ((anonymous report))
Gordonsville,11/7/16 21:15,Circle,TN,"Huge neon green, brightly glowing ball of light."
Boise,11/7/16 21:15,Light,ID,"Large flying object with huge bright light, moving slow and barely above treeline in residential area, after 9pm, 11/7/16, Boise."
Moon,11/7/16 20:20,Triangle,PA,A triangular shaped object with yellow outline with all congruent sides was moving north at 30mph.
Goleta,11/7/16 20:00,,,Nine sightings in two months over Goleta/Santa Barbara. ((anonymous report))
Reinholds,11/7/16 19:45,Sphere,PA,"Large pulsing multicolored light hovering at cloud line. Pulsed for 2 minutes, then disappeared. ((anonymous report))"
Reno,11/7/16 19:05,Circle,NV,"Blue (like LED light) ball, even speed, heading straight from East of Reno, heading North slow then light turned off"
Oregon House,11/7/16 19:00,Circle,CA,Large blue orb with light blue haze in central/eastern calif sky
Snohomish,11/7/16 18:55,Triangle,WA,"3 Triangular shaped crafts were seen hovering over the tree tops, under a 1st Phase Moon, then disappearing after 60 seconds."
Fargo,11/7/16 18:20,Triangle,ND,"Was in the backyard hot tub looking up at the sky and looking for ""shooting stars, when a triangular figure appeared."
Reseda,11/7/16 17:50,Chevron,CA,Flashing red lights in chevron formation and rumbling sound in Los Angeles sky.
Porter Ranch,11/7/16 17:49,Triangle,CA,Red flashing lights in porter ranch seen by security.
Berlin,11/7/16 17:36,Unknown,WI,Well I was on facebook and saw that someone reported they had seen a few orange lights west of Berlin and I had gone out to my truck to
McCordsville,11/7/16 17:00,Oval,IN,After returning near my neighborhood (Emerald Springs) my daughter and I noticed a very bright orange and yellow glow moving very slowl
Lidgerwood,11/7/16 16:00,Circle,ND,"Green circle dot in the sky, was there then gone with in seconds!"
Staten Island,11/7/16 13:30,Egg,NY,Staten Island UFO sighting. 11/7/16.
Portland,11/7/16 10:30,Other,OR,Color shifting object moving east to west mid-morning.
Lidgerwood,11/7/16 07:30,Circle,ND,Green glowing circle stood in the sky then took up east was gone within seconds!
Creston,11/7/16 06:03,Sphere,IA,"Orange, fast moving, no sounds, no other colors except solid orange and a reddish glow, slight haze."
Ventura,11/7/16 05:00,Unknown,CA,Silent huge dark blob blending in with the night sky.
Dripping Springs,11/6/16 21:20,Light,TX,"Multiple white lights moving as a group west out of Austin, Texas"
Colorado Springs,11/6/16 21:15,Triangle,CO,My son and I saw a large yellowish triangle object passing through the night sky at an incredible speed toward Pikes Peak Mountain. It
Villa Park,11/6/16 20:35,Circle,IL,Dim orange orb.
Las Vegas,11/6/16 20:15,Circle,NV,Dancing orbs.
Palmyra,11/6/16 20:12,Light,MO,I noticed the five bright lights which the street lights were unable to mask. ((anonymous report))
Hoschton,11/6/16 20:03,Light,GA,We both observed a group of approximately 12 to 15 orange lights drifting from east to north about 200 feet above the ground.
Mortimer (UK/England),11/6/16 19:30,Light,,White orb object illuminates over Berkshire!
Pittsburgh,11/6/16 18:45,Unknown,PA,Saw 2 bright glowing orbs in Pittsburgh.
Delco,11/6/16 18:30,Other,NC,Oddly shaped illuminated object in sky that drew attention of 6 helicopters two days before election.
Osceola,11/6/16 18:15,Flash,IA,"Riding home from work, noticed object in the sky to the west flashing erraticly. After it had flashed once it would reappear off to the"
Mequon,11/6/16 14:00,Changing,WI,"3 orb-like objects, one caught on video"
Bethany Beach,11/6/16 11:10,Cone,DE,My son his wife and I saw a silver cone saucer shaped object approach an airliner at about 25 thousand Ft.
Rosamond,11/6/16 05:00,Circle,CA,Dark Gray Circle Cloud lasting for about 30 minutes.
Oak Lawn,11/6/16 03:55,,IL,UFO Light 5 times brighter than the brightest star that was outside. ((anonymous report))
Amherst,11/6/16 02:30,Unknown,MA,"Two very large bursts of light, in rapid succession."
Sanford,11/6/16 02:15,Light,NC,I had went to my back porch to make sure the door was locked when I saw a huge bright light in the sky. ((anonymous report))
Palmyra,11/6/16 01:00,Sphere,WI,"Bright stationary changing colors; red blue, green and white. Varied intensity. ((NUFORC Note: Probably a star?? PD))"
Avondale,11/6/16 00:30,Light,AZ,"3 bright orange lights in the Avondale, AZ, area."
Stevensville,11/5/16 23:30,Light,MI,Colored lights moving quickly across the sky. ((anonymous report))
Patterson,11/5/16 23:20,Triangle,LA,I went outside to smoke a cigarette about 11:20 PM. I looked up towards the western sky and saw what at first appeared to be a airplane
